time,symbol,pnl,cum_pnl
2017-12-22T16:29:00,XBTUSD,-0.95208651835,-0.95208651835
2017-12-22T16:41:00,XBTUSD,2.24049316692,1.28840664857
2017-12-22T16:52:00,XBTUSD,-1.19500808566,0.093398562911
2017-12-22T17:12:00,XBTUSD,0.812465204502,0.905863767413
2017-12-22T17:14:00,XBTUSD,-0.658104473961,0.247759293452
2017-12-22T17:39:00,XBTUSD,3.01342464211,3.26118393556
2017-12-22T17:41:00,XBTUSD,-0.780426126771,2.48075780879
2017-12-22T17:46:00,XBTUSD,-0.870308439301,1.61044936949
2017-12-22T18:23:00,XBTUSD,3.01320855274,4.62365792223
2017-12-22T18:27:00,XBTUSD,-1.156294542,3.46736338023
2017-12-22T18:34:00,XBTUSD,-1.00982192184,2.45754145839
2017-12-22T18:50:00,XBTUSD,-0.97458059639,1.482960862
2017-12-22T19:15:00,XBTUSD,2.35162395115,3.83458481315
2017-12-22T19:38:00,XBTUSD,-2.83447578118,1.00010903197
2017-12-22T19:59:00,XBTUSD,3.03385192369,4.03396095566
2017-12-22T20:13:00,XBTUSD,-1.64374157569,2.39021937997
2017-12-22T20:18:00,XBTUSD,-1.53617232855,0.854047051424
2017-12-22T20:37:00,XBTUSD,-1.36147126178,-0.507424210357
2017-12-22T20:47:00,XBTUSD,-1.67107142234,-2.1784956327
2017-12-22T21:17:00,XBTUSD,3.05503444378,0.876538811075
2017-12-22T21:31:00,XBTUSD,0.946605319977,1.82314413105
2017-12-22T21:39:00,XBTUSD,-0.959670608125,0.863473522927
2017-12-22T21:53:00,XBTUSD,0.766240272481,1.62971379541
2017-12-22T22:25:00,XBTUSD,2.31153396935,3.94124776476
2017-12-22T22:26:00,XBTUSD,-1.11622381878,2.82502394598
2017-12-22T22:40:00,XBTUSD,-1.04032136726,1.78470257872
2017-12-22T23:27:00,XBTUSD,4.53189791619,6.31660049492
2017-12-22T23:29:00,XBTUSD,-1.11152088294,5.20507961198
2017-12-22T23:30:00,XBTUSD,-0.167224549953,5.03785506202
2017-12-22T23:40:00,XBTUSD,-1.01491440276,4.02294065926
2017-12-23T00:21:00,XBTUSD,5.14025291254,9.1631935718
2017-12-23T00:32:00,XBTUSD,-1.86879045002,7.29440312178
2017-12-23T00:39:00,XBTUSD,0.234468664315,7.52887178609
2017-12-23T00:43:00,XBTUSD,-0.549182913447,6.97968887265
2017-12-23T00:50:00,XBTUSD,-0.883124934018,6.09656393863
2017-12-23T01:07:00,XBTUSD,0.611910104657,6.70847404328
2017-12-23T05:12:00,XBTUSD,5.06945660036,11.7779306436
2017-12-23T05:42:00,XBTUSD,-4.50904060518,7.26889003846
2017-12-23T05:53:00,XBTUSD,-1.59200712095,5.67688291752
2017-12-23T06:15:00,XBTUSD,-1.9215136028,3.75536931472
2017-12-23T06:30:00,XBTUSD,2.09015414995,5.84552346467
2017-12-23T06:41:00,XBTUSD,1.41388252526,7.25940598993
2017-12-23T06:46:00,XBTUSD,0.711038561834,7.97044455176
2017-12-23T07:03:00,XBTUSD,-1.6926003084,6.27784424336
2017-12-23T09:04:00,XBTUSD,6.40539775074,12.6832419941
2017-12-23T09:36:00,XBTUSD,4.95132805927,17.6345700534
2017-12-23T10:26:00,XBTUSD,3.70671098353,21.3412810369
2017-12-23T10:36:00,XBTUSD,1.68168624824,23.0229672851
2017-12-23T10:46:00,XBTUSD,-2.28336976018,20.739597525
2017-12-23T10:51:00,XBTUSD,-0.856838521147,19.8827590038
2017-12-23T12:43:00,XBTUSD,6.678079517,26.5608385208
2017-12-23T12:59:00,XBTUSD,4.450417173,31.0112556938
2017-12-23T13:28:00,XBTUSD,1.76696500514,32.7782206989
2017-12-23T13:46:00,XBTUSD,1.54829681451,34.3265175135
2017-12-23T14:11:00,XBTUSD,-3.18821661219,31.1383009013
2017-12-23T14:54:00,XBTUSD,-4.16272765297,26.9755732483
2017-12-23T15:18:00,XBTUSD,2.76515565389,29.7407289022
2017-12-23T15:32:00,XBTUSD,-2.2331223796,27.5076065226
2017-12-23T15:53:00,XBTUSD,-2.45226824706,25.0553382755
2017-12-23T16:24:00,XBTUSD,1.74881353579,26.8041518113
2017-12-23T17:27:00,XBTUSD,5.31757444482,32.1217262561
2017-12-23T17:39:00,XBTUSD,-1.99655163101,30.1251746251
2017-12-23T18:00:00,XBTUSD,2.17972011982,32.3048947449
2017-12-23T18:51:00,XBTUSD,1.77968895568,34.0845837006
2017-12-23T19:05:00,XBTUSD,1.9975508038,36.0821345044
2017-12-23T19:06:00,XBTUSD,-0.000825724153185,36.0813087803
2017-12-23T19:06:00,XBTUSD,0.00630585991376,36.0876146402
2017-12-23T19:07:00,XBTUSD,-0.0024008200685,36.0852138201
2017-12-23T19:07:00,XBTUSD,3.45674142668e-05,36.0852483875
2017-12-23T19:34:00,XBTUSD,0.897067570882,36.9823159584
2017-12-23T19:51:00,XBTUSD,0.881926334597,37.864242293
2017-12-23T20:08:00,XBTUSD,0.72103542548,38.5852777185
2017-12-23T20:14:00,XBTUSD,0.322236469559,38.907514188
2017-12-23T20:21:00,XBTUSD,-1.99428254664,36.9132316414
2017-12-23T20:56:00,XBTUSD,2.47662325569,39.3898548971
2017-12-23T21:00:00,XBTUSD,1.12579447802,40.5156493751
2017-12-23T22:47:00,XBTUSD,3.10945313544,43.6251025106
2017-12-23T22:51:00,XBTUSD,-1.72091601981,41.9041864908
2017-12-23T22:56:00,XBTUSD,-0.767063311179,41.1371231796
2017-12-23T23:17:00,XBTUSD,-1.81699369292,39.3201294867
2017-12-23T23:40:00,XBTUSD,-1.1633320824,38.1567974043
2017-12-23T23:43:00,XBTUSD,-0.318276084942,37.8385213193
2017-12-24T00:09:00,XBTUSD,-1.20307848868,36.6354428306
2017-12-24T00:37:00,XBTUSD,1.46611300267,38.1015558333
2017-12-24T01:04:00,XBTUSD,1.56921638374,39.670772217
2017-12-24T01:18:00,XBTUSD,0.566476461511,40.2372486786
2017-12-24T01:27:00,XBTUSD,0.409894689851,40.6471433684
2017-12-24T01:35:00,XBTUSD,-1.42368747818,39.2234558902
2017-12-24T02:27:00,XBTUSD,-0.367015964307,38.8564399259
2017-12-24T02:32:00,XBTUSD,0.449532536984,39.3059724629
2017-12-24T02:46:00,XBTUSD,1.04283365623,40.3488061191
2017-12-24T02:49:00,XBTUSD,-0.41420457348,39.9346015456
2017-12-24T03:23:00,XBTUSD,3.38595202442,43.3205535701
2017-12-24T03:41:00,XBTUSD,-4.10040789883,39.2201456712
2017-12-24T04:18:00,XBTUSD,1.25339407395,40.4735397452
2017-12-24T04:39:00,XBTUSD,-1.66728070548,38.8062590397
2017-12-24T04:43:00,XBTUSD,-0.654906173817,38.1513528659
2017-12-24T04:58:00,XBTUSD,0.54888205283,38.7002349187
2017-12-24T08:02:00,XBTUSD,4.83548210844,43.5357170272
2017-12-24T08:29:00,XBTUSD,3.39331295935,46.9290299865
2017-12-24T09:15:00,XBTUSD,3.05322026972,49.9822502562
2017-12-24T09:45:00,XBTUSD,-1.77340787553,48.2088423807
2017-12-24T09:53:00,XBTUSD,-1.5246407096,46.6842016711
2017-12-24T10:04:00,XBTUSD,-1.26926647802,45.4149351931
2017-12-24T10:08:00,XBTUSD,-0.753867580351,44.6610676127
2017-12-24T10:56:00,XBTUSD,3.74647423673,48.4075418495
2017-12-24T11:01:00,XBTUSD,0.264850046034,48.6723918955
