time,open,high,low,close,volume
2017-12-22T16:01:00,13248.0,13301.0,13155.5,13190.0,2048787.0
2017-12-22T16:02:00,13190.0,13220.0,13110.0,13122.0,999661.0
2017-12-22T16:03:00,13122.0,13122.0,12996.5,12997.0,2458783.0
2017-12-22T16:04:00,12997.0,13000.0,12762.0,12788.0,4544356.0
2017-12-22T16:05:00,12788.0,12897.0,12737.0,12861.5,3846954.0
2017-12-22T16:06:00,12861.5,12990.0,12860.5,12950.0,4383369.0
2017-12-22T16:07:00,12950.0,12995.5,12875.0,12955.0,1822655.0
2017-12-22T16:08:00,12955.0,12955.0,12773.5,12799.5,1564196.0
2017-12-22T16:09:00,12799.5,12836.0,12659.5,12688.0,2690543.0
2017-12-22T16:10:00,12688.0,12733.5,12597.0,12733.5,4154766.0
2017-12-22T16:11:00,12733.5,12810.0,12686.0,12800.0,2383572.0
2017-12-22T16:12:00,12800.0,12941.5,12785.0,12913.5,3001031.0
2017-12-22T16:13:00,12913.5,12963.5,12809.0,12963.5,1705083.0
2017-12-22T16:14:00,12963.5,13035.0,12889.0,12900.5,1804627.0
2017-12-22T16:15:00,12900.5,12967.5,12900.0,12952.0,977223.0
2017-12-22T16:16:00,12952.0,12952.0,12868.0,12940.0,1410215.0
2017-12-22T16:17:00,12940.0,12978.0,12806.5,12877.0,1492309.0
2017-12-22T16:18:00,12877.0,12878.0,12742.5,12816.0,2600294.0
2017-12-22T16:19:00,12816.0,12916.0,12750.0,12750.0,1593169.0
2017-12-22T16:20:00,12750.0,12750.5,12607.0,12668.0,2773080.0
2017-12-22T16:21:00,12668.0,12865.0,12667.5,12782.5,2615721.0
2017-12-22T16:22:00,12782.5,12830.5,12700.0,12830.5,927174.0
2017-12-22T16:23:00,12830.5,12839.0,12762.5,12799.0,1486997.0
2017-12-22T16:24:00,12799.0,12916.5,12794.0,12900.0,2057099.0
2017-12-22T16:25:00,12900.0,12900.5,12756.0,12770.0,1323819.0
2017-12-22T16:26:00,12770.0,12890.0,12751.0,12751.5,1455911.0
2017-12-22T16:27:00,12751.5,12788.0,12700.0,12700.0,1154038.0
2017-12-22T16:28:00,12700.0,12700.5,12428.5,12428.5,3907636.0
2017-12-22T16:29:00,12428.5,12532.0,12280.0,12329.0,5555551.0
2017-12-22T16:30:00,12329.0,12469.0,12313.0,12453.0,3860327.0
2017-12-22T16:31:00,12453.0,12587.0,12452.0,12560.5,2860002.0
2017-12-22T16:32:00,12560.5,12580.0,12411.0,12420.0,2388526.0
2017-12-22T16:33:00,12420.0,12538.0,12324.0,12510.0,1920578.0
2017-12-22T16:34:00,12510.0,12521.5,12446.0,12470.5,1478197.0
2017-12-22T16:35:00,12470.5,12631.0,12460.0,12613.5,2508876.0
2017-12-22T16:36:00,12613.5,12690.0,12565.0,12652.0,1809572.0
2017-12-22T16:37:00,12652.0,12799.0,12651.5,12780.0,1819204.0
2017-12-22T16:38:00,12780.0,12780.0,12606.5,12626.0,1345082.0
2017-12-22T16:39:00,12626.0,12744.5,12625.0,12728.5,1042503.0
2017-12-22T16:40:00,12728.5,12829.0,12681.5,12766.5,1746088.0
2017-12-22T16:41:00,12766.5,12949.0,12779.0,12943.0,2462159.0
2017-12-22T16:42:00,12943.0,13000.0,12893.5,12946.0,2084272.0
2017-12-22T16:43:00,12946.0,13081.0,12869.5,13012.5,1991426.0
2017-12-22T16:44:00,13012.5,13012.5,12840.0,12942.5,1678406.0
2017-12-22T16:45:00,12942.5,12975.5,12874.0,12922.0,1300205.0
2017-12-22T16:46:00,12922.0,12977.0,12855.0,12949.0,1760276.0
2017-12-22T16:47:00,12949.0,13053.5,12856.5,12860.5,1404042.0
2017-12-22T16:48:00,12860.5,12979.5,12857.0,12943.5,1729808.0
2017-12-22T16:49:00,12943.5,13000.0,12902.0,12911.0,1040294.0
2017-12-22T16:50:00,12911.0,13090.0,12906.0,13041.5,1955018.0
2017-12-22T16:51:00,13041.5,13099.0,13008.0,13092.0,1504370.0
2017-12-22T16:52:00,13092.0,13170.0,13091.5,13167.5,1246701.0
2017-12-22T16:53:00,13167.5,13167.5,12937.0,12937.0,2363946.0
2017-12-22T16:54:00,12937.0,12996.5,12893.5,12996.5,1706250.0
2017-12-22T16:55:00,12996.5,13100.5,12963.0,12968.0,1330593.0
2017-12-22T16:56:00,12968.0,13076.0,12967.0,13039.5,1059235.0
2017-12-22T16:57:00,13039.5,13080.0,13012.5,13012.5,863041.0
2017-12-22T16:58:00,13012.5,13048.5,12965.5,12965.5,1643515.0
2017-12-22T16:59:00,12965.5,12969.0,12871.0,12969.0,1747050.0
2017-12-22T17:00:00,12969.0,13013.0,12968.0,13012.5,989687.0
2017-12-22T17:01:00,13012.5,13012.5,12822.0,12845.5,1151327.0
2017-12-22T17:02:00,12845.5,12877.5,12801.5,12841.5,1182272.0
2017-12-22T17:03:00,12841.5,12857.0,12759.5,12829.0,1717289.0
2017-12-22T17:04:00,12829.0,12917.5,12816.0,12826.0,1253208.0
2017-12-22T17:05:00,12826.0,12900.0,12789.0,12900.0,1601488.0
2017-12-22T17:06:00,12900.0,12910.0,12852.0,12883.0,618823.0
2017-12-22T17:07:00,12883.0,12909.0,12855.0,12894.5,962678.0
2017-12-22T17:08:00,12894.5,12904.5,12841.0,12886.0,557914.0
2017-12-22T17:09:00,12886.0,12906.5,12874.0,12877.5,495597.0
2017-12-22T17:10:00,12877.5,12980.0,12877.0,12923.5,1554431.0
2017-12-22T17:11:00,12923.5,13013.0,12890.0,13004.5,1488884.0
2017-12-22T17:12:00,13004.5,13013.0,12934.0,13013.0,1548189.0
2017-12-22T17:13:00,13013.0,13109.0,13024.0,13109.0,2418774.0
2017-12-22T17:14:00,13109.0,13330.0,13090.5,13298.5,5208856.0
2017-12-22T17:15:00,13298.5,13325.5,13162.0,13168.5,1851494.0
2017-12-22T17:16:00,13168.5,13330.5,13162.0,13330.0,2890360.0
2017-12-22T17:17:00,13330.0,13383.5,13278.0,13367.0,2637171.0
2017-12-22T17:18:00,13367.0,13368.0,13237.0,13310.0,3877414.0
2017-12-22T17:19:00,13310.0,13337.5,13188.5,13200.0,2543032.0
2017-12-22T17:20:00,13200.0,13250.5,13125.5,13250.5,3041116.0
2017-12-22T17:21:00,13250.5,13250.5,13116.0,13199.0,1827385.0
2017-12-22T17:22:00,13199.0,13274.0,13179.5,13251.0,720520.0
2017-12-22T17:23:00,13251.0,13342.0,13216.0,13221.0,1795325.0
2017-12-22T17:24:00,13221.0,13342.0,13204.0,13342.0,1151868.0
2017-12-22T17:25:00,13342.0,13342.0,13265.0,13323.5,1512995.0
2017-12-22T17:26:00,13323.5,13357.0,13280.5,13357.0,1175427.0
2017-12-22T17:27:00,13357.0,13407.0,13312.0,13330.0,1717759.0
2017-12-22T17:28:00,13330.0,13400.0,13325.0,13383.5,1565164.0
2017-12-22T17:29:00,13383.5,13383.5,13293.0,13310.0,3305712.0
2017-12-22T17:30:00,13310.0,13337.0,13187.0,13202.0,3865798.0
2017-12-22T17:31:00,13202.0,13249.5,13172.0,13246.5,2303282.0
2017-12-22T17:32:00,13246.5,13273.5,13200.0,13216.5,1704780.0
