timestamp,symbol,side,price,size,tickDirection
2018-07-01 00:00:02.490104,XBTUSD,Sell,6383.5,3000,0-
2018-07-01 00:00:03.233707,XBTUSD,Sell,6383.5,15000,0-
2018-07-01 00:00:03.358225,XBTUSD,Sell,6383.5,37,0-
2018-07-01 00:00:03.474112,XBTUSD,Sell,6383.5,200,0-
2018-07-01 00:00:03.963948,XBTUSD,Buy,6384.0,1,++
2018-07-01 00:00:04.418778,XBTUSD,Sell,6383.5,37,--
2018-07-01 00:00:05.038344,XBTUSD,Buy,6384.0,484,++
2018-07-01 00:00:06.373475,XBTUSD,Sell,6383.5,15,--
2018-07-01 00:00:06.445292,XBTUSD,Buy,6384.0,2650,++
2018-07-01 00:00:06.535434,XBTUSD,Buy,6384.0,164,0+
2018-07-01 00:00:06.641278,XBTUSD,Buy,6384.0,6384,0+
2018-07-01 00:00:06.874864,XBTUSD,Buy,6384.0,1130,0+
2018-07-01 00:00:08.187379,XBTUSD,Buy,6384.0,79,0+
2018-07-01 00:00:09.342087,XBTUSD,Sell,6383.5,1500,--
2018-07-01 00:00:10.959616,XBTUSD,Sell,6383.5,4000,0-
2018-07-01 00:00:11.362190,XBTUSD,Buy,6384.0,6336,++
2018-07-01 00:00:11.765061,XBTUSD,Sell,6383.5,5000,--
2018-07-01 00:00:12.209353,XBTUSD,Sell,6383.5,9575,0-
2018-07-01 00:00:12.291956,XBTUSD,Sell,6383.5,9575,0-
2018-07-01 00:00:12.417564,XBTUSD,Sell,6383.5,9575,0-
2018-07-01 00:00:12.802144,XBTUSD,Sell,6383.5,19150,0-
2018-07-01 00:00:13.969392,XBTUSD,Buy,6384.0,2640,++
2018-07-01 00:00:14.860257,XBTUSD,Buy,6384.0,2087,0+
2018-07-01 00:00:14.967534,XBTUSD,Buy,6384.0,18,0+
2018-07-01 00:00:15.008013,XBTUSD,Buy,6384.0,940,0+
2018-07-01 00:00:16.491430,XBTUSD,Buy,6384.0,53,0+
2018-07-01 00:00:17.196688,XBTUSD,Buy,6384.0,50,0+
2018-07-01 00:00:17.387854,XBTUSD,Sell,6383.5,200,--
2018-07-01 00:00:18.010181,XBTUSD,Sell,6383.5,400,0-
2018-07-01 00:00:19.339432,XBTUSD,Buy,6384.0,18,++
2018-07-01 00:00:19.813473,XBTUSD,Sell,6383.5,32673,--
2018-07-01 00:00:19.996793,XBTUSD,Sell,6383.5,40000,0-
2018-07-01 00:00:23.740508,XBTUSD,Buy,6384.0,9,++
2018-07-01 00:00:24.786237,XBTUSD,Sell,6383.5,15000,--
2018-07-01 00:00:24.967887,XBTUSD,Sell,6383.5,40000,0-
2018-07-01 00:00:25.322835,XBTUSD,Sell,6383.5,10,0-
2018-07-01 00:00:25.909324,XBTUSD,Buy,6384.0,2,++
2018-07-01 00:00:26.161022,XBTUSD,Sell,6383.5,565,--
2018-07-01 00:00:26.433946,XBTUSD,Sell,6383.5,500,0-
2018-07-01 00:00:26.487426,XBTUSD,Buy,6384.0,2000,++
2018-07-01 00:00:27.574213,XBTUSD,Buy,6384.0,13,0+
2018-07-01 00:00:28.348713,XBTUSD,Sell,6383.5,600,--
2018-07-01 00:00:28.657513,XBTUSD,Buy,6384.0,40,++
2018-07-01 00:00:28.846697,XBTUSD,Sell,6383.5,10,--
2018-07-01 00:00:29.942624,XBTUSD,Buy,6384.0,100,++
2018-07-01 00:00:31.369977,XBTUSD,Buy,6384.0,35000,0+
2018-07-01 00:00:31.405959,XBTUSD,Buy,6384.0,1800,0+
2018-07-01 00:00:31.429122,XBTUSD,Sell,6383.5,200,--
2018-07-01 00:00:31.643482,XBTUSD,Sell,6383.5,636,0-
2018-07-01 00:00:31.773155,XBTUSD,Buy,6384.0,100,++
2018-07-01 00:00:33.290498,XBTUSD,Sell,6383.5,10,--
2018-07-01 00:00:33.995372,XBTUSD,Buy,6384.0,40,++
2018-07-01 00:00:34.542357,XBTUSD,Buy,6384.0,10,0+
2018-07-01 00:00:34.734794,XBTUSD,Buy,6384.0,100,0+
2018-07-01 00:00:36.082372,XBTUSD,Buy,6384.0,10000,0+
2018-07-01 00:00:36.627102,XBTUSD,Buy,6384.0,100,0+
2018-07-01 00:00:37.045395,XBTUSD,Sell,6383.5,100000,--
2018-07-01 00:00:37.216363,XBTUSD,Buy,6384.0,100,++
2018-07-01 00:00:39.607279,XBTUSD,Buy,6384.0,100,0+
2018-07-01 00:00:39.683920,XBTUSD,Sell,6383.5,77000,--
2018-07-01 00:00:39.889763,XBTUSD,Buy,6384.0,50000,++
2018-07-01 00:00:41.021682,XBTUSD,Sell,6383.5,10000,--
2018-07-01 00:00:41.170629,XBTUSD,Sell,6383.5,10,0-
2018-07-01 00:00:42.549655,XBTUSD,Buy,6384.0,100,++
2018-07-01 00:00:44.669009,XBTUSD,Buy,6384.0,805712,0+
2018-07-01 00:00:48.425202,XBTUSD,Sell,6384.0,15400,0+
2018-07-01 00:00:48.826972,XBTUSD,Sell,6384.0,1332,0+
2018-07-01 00:00:48.981604,XBTUSD,Buy,6384.5,100,++
2018-07-01 00:00:49.167516,XBTUSD,Buy,6384.5,3333,0+
2018-07-01 00:00:49.270483,XBTUSD,Sell,6384.0,500,--
2018-07-01 00:00:49.322171,XBTUSD,Buy,6384.5,45000,++
2018-07-01 00:00:49.383286,XBTUSD,Buy,6384.5,70000,0+
2018-07-01 00:00:49.474364,XBTUSD,Buy,6384.5,5000,0+
2018-07-01 00:00:49.673356,XBTUSD,Buy,6384.5,10,0+
2018-07-01 00:00:49.740204,XBTUSD,Buy,6384.5,5000,0+
2018-07-01 00:00:49.894281,XBTUSD,Sell,6384.0,19152,--
2018-07-01 00:00:49.908754,XBTUSD,Buy,6384.5,2000,++
2018-07-01 00:00:49.970747,XBTUSD,Buy,6384.5,6100,0+
2018-07-01 00:00:50.011795,XBTUSD,Sell,6384.0,19152,--
2018-07-01 00:00:50.177467,XBTUSD,Sell,6384.0,19152,0-
2018-07-01 00:00:50.481757,XBTUSD,Buy,6384.5,27090,++
2018-07-01 00:00:50.996933,XBTUSD,Buy,6385.0,21430,++
2018-07-01 00:00:50.996933,XBTUSD,Buy,6385.5,961,++
2018-07-01 00:00:50.996933,XBTUSD,Buy,6386.0,3110,++
2018-07-01 00:00:50.996933,XBTUSD,Buy,6386.5,24499,++
2018-07-01 00:00:51.071469,XBTUSD,Buy,6385.0,93,--
2018-07-01 00:00:51.071469,XBTUSD,Buy,6386.5,6907,++
2018-07-01 00:00:51.118248,XBTUSD,Buy,6386.5,3564,0+
2018-07-01 00:00:51.118248,XBTUSD,Buy,6387.0,7306,++
2018-07-01 00:00:51.118248,XBTUSD,Buy,6387.5,10140,++
2018-07-01 00:00:51.578709,XBTUSD,Sell,6387.0,10,--
2018-07-01 00:00:52.059795,XBTUSD,Buy,6387.5,77,++
2018-07-01 00:00:52.059795,XBTUSD,Buy,6388.0,423,++
2018-07-01 00:00:52.341835,XBTUSD,Buy,6388.0,3844,0+
2018-07-01 00:00:52.341835,XBTUSD,Buy,6388.5,6156,++
2018-07-01 00:00:53.975228,XBTUSD,Buy,6388.0,22266,--
2018-07-01 00:00:53.975228,XBTUSD,Buy,6388.5,77734,++
2018-07-01 00:00:54.011826,XBTUSD,Buy,6388.5,690,0+
2018-07-01 00:00:54.138850,XBTUSD,Buy,6388.5,1064,0+
2018-07-01 00:00:54.275015,XBTUSD,Buy,6388.5,20644,0+
2018-07-01 00:00:54.275015,XBTUSD,Buy,6389.0,29356,++
2018-07-01 00:00:54.765603,XBTUSD,Sell,6388.0,4280,--
2018-07-01 00:00:54.765603,XBTUSD,Sell,6388.5,720,--
2018-07-01 00:00:54.915663,XBTUSD,Buy,6388.5,2000,++
2018-07-01 00:00:56.520656,XBTUSD,Sell,6388.0,250,--
2018-07-01 00:00:56.770079,XBTUSD,Sell,6388.0,276,0-
2018-07-01 00:00:57.124091,XBTUSD,Buy,6388.5,22000,++
2018-07-01 00:00:57.220065,XBTUSD,Buy,6388.5,8000,0+
2018-07-01 00:00:57.237578,XBTUSD,Buy,6388.5,73721,0+
2018-07-01 00:00:57.237578,XBTUSD,Buy,6389.0,46279,++
2018-07-01 00:00:57.280338,XBTUSD,Sell,6388.5,25000,--
2018-07-01 00:00:57.534283,XBTUSD,Buy,6389.0,4800,++
2018-07-01 00:00:58.569698,XBTUSD,Buy,6389.0,200,0+
2018-07-01 00:00:59.609836,XBTUSD,Sell,6388.5,17000,--
2018-07-01 00:01:02.118770,XBTUSD,Buy,6389.0,2500,++
2018-07-01 00:01:02.151480,XBTUSD,Buy,6389.0,25000,0+
2018-07-01 00:01:02.177509,XBTUSD,Buy,6389.0,500,0+
2018-07-01 00:01:02.350555,XBTUSD,Sell,6388.5,300,--
2018-07-01 00:01:03.398900,XBTUSD,Sell,6388.5,10000,0-
2018-07-01 00:01:03.622708,XBTUSD,Buy,6389.0,10000,++
2018-07-01 00:01:03.658479,XBTUSD,Sell,6388.5,10,--
2018-07-01 00:01:03.964789,XBTUSD,Sell,6388.5,100,0-
2018-07-01 00:01:04.204983,XBTUSD,Buy,6389.0,94,++
2018-07-01 00:01:05.659074,XBTUSD,Buy,6389.0,314,0+
2018-07-01 00:01:05.762753,XBTUSD,Buy,6389.0,400,0+
2018-07-01 00:01:06.415630,XBTUSD,Buy,6389.0,12910,0+
2018-07-01 00:01:06.505723,XBTUSD,Buy,6389.0,1000,0+
2018-07-01 00:01:06.648309,XBTUSD,Buy,6389.0,73501,0+
2018-07-01 00:01:06.731205,XBTUSD,Sell,6389.0,10,0+
2018-07-01 00:01:08.572708,XBTUSD,Buy,6389.5,9113,++
2018-07-01 00:01:08.648401,XBTUSD,Buy,6389.5,14699,0+
2018-07-01 00:01:08.648401,XBTUSD,Buy,6390.0,15301,++
2018-07-01 00:01:08.710345,XBTUSD,Sell,6389.5,5000,--
2018-07-01 00:01:09.236890,XBTUSD,Buy,6390.0,25000,++
2018-07-01 00:01:09.644812,XBTUSD,Buy,6390.0,60000,0+
2018-07-01 00:01:09.871454,XBTUSD,Buy,6390.0,100,0+
2018-07-01 00:01:09.995686,XBTUSD,Sell,6389.5,150000,--
2018-07-01 00:01:10.311743,XBTUSD,Buy,6390.0,50,++
2018-07-01 00:01:11.458326,XBTUSD,Buy,6390.0,500,0+
2018-07-01 00:01:11.535403,XBTUSD,Buy,6390.0,50000,0+
2018-07-01 00:01:12.025709,XBTUSD,Sell,6389.5,10,--
2018-07-01 00:01:12.217513,XBTUSD,Buy,6390.0,25000,++
2018-07-01 00:01:12.400132,XBTUSD,Buy,6390.0,3000,0+
2018-07-01 00:01:13.662007,XBTUSD,Sell,6389.5,276,--
2018-07-01 00:01:15.955452,XBTUSD,Sell,6389.5,10,0-
2018-07-01 00:01:20.977268,XBTUSD,Buy,6390.0,2000,++
2018-07-01 00:01:21.113209,XBTUSD,Buy,6390.0,17500,0+
2018-07-01 00:01:21.944423,XBTUSD,Sell,6389.5,19,--
2018-07-01 00:01:22.278810,XBTUSD,Buy,6390.0,98102,++
2018-07-01 00:01:23.095119,XBTUSD,Buy,6390.5,500,++
2018-07-01 00:01:23.118567,XBTUSD,Buy,6390.5,44,0+
2018-07-01 00:01:25.443104,XBTUSD,Buy,6390.5,2500,0+
2018-07-01 00:01:25.580675,XBTUSD,Sell,6390.0,10,--
2018-07-01 00:01:26.109862,XBTUSD,Buy,6390.5,1000,++
2018-07-01 00:01:27.319575,XBTUSD,Buy,6390.5,7321,0+
2018-07-01 00:01:27.319575,XBTUSD,Buy,6391.0,37295,++
2018-07-01 00:01:27.771168,XBTUSD,Buy,6391.0,7900,0+
2018-07-01 00:01:28.020308,XBTUSD,Sell,6390.5,5000,--
2018-07-01 00:01:28.426530,XBTUSD,Buy,6391.0,500,++
2018-07-01 00:01:28.890669,XBTUSD,Buy,6391.0,100,0+
2018-07-01 00:01:28.942761,XBTUSD,Sell,6390.5,500,--
2018-07-01 00:01:29.036441,XBTUSD,Buy,6391.0,1000,++
2018-07-01 00:01:29.197372,XBTUSD,Sell,6390.5,10,--
2018-07-01 00:01:29.516505,XBTUSD,Buy,6391.0,2000,++
2018-07-01 00:01:30.897384,XBTUSD,Buy,6391.0,38008,0+
2018-07-01 00:01:30.897384,XBTUSD,Buy,6391.5,15061,++
2018-07-01 00:01:30.897384,XBTUSD,Buy,6392.0,23515,++
2018-07-01 00:01:30.897384,XBTUSD,Buy,6392.5,8535,++
2018-07-01 00:01:30.897384,XBTUSD,Buy,6393.0,4881,++
2018-07-01 00:01:31.544995,XBTUSD,Sell,6392.5,300,--
2018-07-01 00:01:31.610670,XBTUSD,Buy,6393.0,100,++
2018-07-01 00:01:31.965778,XBTUSD,Buy,6393.0,50000,0+
2018-07-01 00:01:32.148822,XBTUSD,Buy,6393.0,128,0+
2018-07-01 00:01:32.497441,XBTUSD,Sell,6392.5,2000,--
2018-07-01 00:01:32.897923,XBTUSD,Sell,6392.5,1000,0-
2018-07-01 00:01:34.048996,XBTUSD,Buy,6393.0,150,++
2018-07-01 00:01:34.304854,XBTUSD,Buy,6393.0,15,0+
2018-07-01 00:01:36.213160,XBTUSD,Buy,6393.0,140,0+
2018-07-01 00:01:37.892172,XBTUSD,Buy,6393.0,250,0+
2018-07-01 00:01:38.135421,XBTUSD,Buy,6393.0,1,0+
2018-07-01 00:01:38.326296,XBTUSD,Buy,6393.0,100,0+
2018-07-01 00:01:39.399799,XBTUSD,Buy,6393.0,150,0+
2018-07-01 00:01:39.742478,XBTUSD,Buy,6393.0,10000,0+
2018-07-01 00:01:40.155365,XBTUSD,Buy,6393.0,20000,0+
2018-07-01 00:01:40.352133,XBTUSD,Buy,6393.0,1300,0+
2018-07-01 00:01:41.379652,XBTUSD,Buy,6393.0,10000,0+
2018-07-01 00:01:42.822555,XBTUSD,Buy,6393.0,8800,0+
2018-07-01 00:01:43.288698,XBTUSD,Sell,6392.5,1000,--
2018-07-01 00:01:43.879486,XBTUSD,Sell,6392.5,500,0-
2018-07-01 00:01:44.596831,XBTUSD,Sell,6392.5,2000,0-
2018-07-01 00:01:44.848642,XBTUSD,Buy,6393.0,20000,++
2018-07-01 00:01:46.264725,XBTUSD,Sell,6392.5,4000,--
2018-07-01 00:01:46.613146,XBTUSD,Buy,6393.0,750,++
2018-07-01 00:01:48.348132,XBTUSD,Buy,6393.0,20000,0+
2018-07-01 00:01:48.758293,XBTUSD,Buy,6393.0,11500,0+
2018-07-01 00:01:49.148065,XBTUSD,Buy,6393.0,500,0+
2018-07-01 00:01:49.184350,XBTUSD,Buy,6393.0,4000,0+
2018-07-01 00:01:49.383273,XBTUSD,Buy,6393.0,1000,0+
2018-07-01 00:01:49.968592,XBTUSD,Sell,6392.5,2000,--
2018-07-01 00:01:50.588701,XBTUSD,Buy,6393.0,1000,++
2018-07-01 00:01:50.618584,XBTUSD,Sell,6392.5,500,--
2018-07-01 00:01:50.804543,XBTUSD,Buy,6393.0,5000,++
2018-07-01 00:01:52.103366,XBTUSD,Buy,6393.0,150,0+
2018-07-01 00:01:54.200419,XBTUSD,Buy,6393.0,632838,0+
2018-07-01 00:01:54.200419,XBTUSD,Buy,6393.5,51546,++
2018-07-01 00:01:54.200419,XBTUSD,Buy,6394.0,231501,++
2018-07-01 00:01:54.200419,XBTUSD,Buy,6394.5,38261,++
2018-07-01 00:01:54.200419,XBTUSD,Buy,6395.0,160624,++
2018-07-01 00:01:54.200419,XBTUSD,Buy,6395.5,99621,++
2018-07-01 00:01:54.200419,XBTUSD,Buy,6396.0,35609,++
2018-07-01 00:01:54.592664,XBTUSD,Sell,6395.5,7,--
2018-07-01 00:01:54.794534,XBTUSD,Sell,6395.5,80,0-
2018-07-01 00:01:55.944557,XBTUSD,Buy,6396.0,11760,++
2018-07-01 00:01:56.006151,XBTUSD,Sell,6395.5,1000,--
2018-07-01 00:01:56.006151,XBTUSD,Buy,6396.0,15001,0+
2018-07-01 00:01:56.367039,XBTUSD,Sell,6395.5,75,--
2018-07-01 00:01:56.610541,XBTUSD,Sell,6395.5,80000,0-
2018-07-01 00:01:56.737987,XBTUSD,Buy,6396.0,27000,++
2018-07-01 00:01:56.754311,XBTUSD,Sell,6395.5,20000,--
2018-07-01 00:01:56.776866,XBTUSD,Buy,6396.0,150,++
2018-07-01 00:01:57.274905,XBTUSD,Sell,6395.5,122,--
2018-07-01 00:01:58.583944,XBTUSD,Sell,6395.5,30,0-
2018-07-01 00:01:58.966884,XBTUSD,Sell,6395.5,500,0-
2018-07-01 00:01:59.037434,XBTUSD,Sell,6395.5,2000,0-
2018-07-01 00:01:59.184923,XBTUSD,Buy,6396.0,3000,++
2018-07-01 00:01:59.708309,XBTUSD,Buy,6396.0,11500,0+
2018-07-01 00:02:01.279361,XBTUSD,Sell,6395.5,5,--
2018-07-01 00:02:01.444319,XBTUSD,Buy,6396.0,15000,++
2018-07-01 00:02:01.635723,XBTUSD,Buy,6396.0,90000,0+
2018-07-01 00:02:01.710550,XBTUSD,Buy,6396.0,641,0+
2018-07-01 00:02:02.230422,XBTUSD,Buy,6396.0,1000,0+
2018-07-01 00:02:03.928614,XBTUSD,Buy,6396.0,1000,0+
2018-07-01 00:02:03.963125,XBTUSD,Buy,6396.0,40795,0+
2018-07-01 00:02:04.005502,XBTUSD,Buy,6396.5,58316,++
2018-07-01 00:02:04.005502,XBTUSD,Buy,6397.0,55573,++
2018-07-01 00:02:04.005502,XBTUSD,Buy,6397.5,15704,++
2018-07-01 00:02:04.005502,XBTUSD,Buy,6398.0,20304,++
2018-07-01 00:02:04.005502,XBTUSD,Buy,6398.5,27594,++
2018-07-01 00:02:04.005502,XBTUSD,Buy,6399.0,34050,++
2018-07-01 00:02:04.005502,XBTUSD,Buy,6399.5,80952,++
2018-07-01 00:02:04.005502,XBTUSD,Buy,6400.0,532507,++
2018-07-01 00:02:04.067386,XBTUSD,Sell,6399.5,5000,--
2018-07-01 00:02:04.167438,XBTUSD,Buy,6400.0,76639,++
2018-07-01 00:02:04.167438,XBTUSD,Buy,6400.5,105627,++
2018-07-01 00:02:04.167438,XBTUSD,Buy,6401.0,5484,++
2018-07-01 00:02:04.752506,XBTUSD,Buy,6401.0,3000,0+
2018-07-01 00:02:05.958025,XBTUSD,Buy,6401.0,29800,0+
2018-07-01 00:02:06.026797,XBTUSD,Sell,6400.5,1,--
2018-07-01 00:02:06.026797,XBTUSD,Buy,6401.0,1500,0+
2018-07-01 00:02:06.316292,XBTUSD,Buy,6401.0,5000,++
2018-07-01 00:02:06.499774,XBTUSD,Buy,6401.0,8412,0+
2018-07-01 00:02:06.556989,XBTUSD,Sell,6400.5,15,--
2018-07-01 00:02:06.660537,XBTUSD,Buy,6401.0,501,++
2018-07-01 00:02:06.769417,XBTUSD,Sell,6400.5,24,--
2018-07-01 00:02:06.791716,XBTUSD,Buy,6401.0,1000,++
2018-07-01 00:02:06.877252,XBTUSD,Sell,6400.5,30,--
2018-07-01 00:02:07.072984,XBTUSD,Buy,6401.0,6000,++
2018-07-01 00:02:07.109692,XBTUSD,Buy,6401.0,3100,0+
2018-07-01 00:02:07.125290,XBTUSD,Sell,6400.5,160,--
2018-07-01 00:02:07.153365,XBTUSD,Buy,6401.0,2173,++
2018-07-01 00:02:07.190119,XBTUSD,Buy,6401.0,2000,0+
2018-07-01 00:02:07.258767,XBTUSD,Buy,6401.0,80923,0+
2018-07-01 00:02:07.258767,XBTUSD,Buy,6401.5,116,++
2018-07-01 00:02:07.258767,XBTUSD,Buy,6402.0,12360,++
2018-07-01 00:02:07.258767,XBTUSD,Buy,6402.5,1360,++
2018-07-01 00:02:07.258767,XBTUSD,Buy,6403.0,5241,++
2018-07-01 00:02:07.513922,XBTUSD,Buy,6401.0,223,--
2018-07-01 00:02:07.513922,XBTUSD,Buy,6401.5,7000,++
2018-07-01 00:02:07.513922,XBTUSD,Buy,6403.0,2377,++
2018-07-01 00:02:07.513922,XBTUSD,Buy,6403.5,2518,++
2018-07-01 00:02:07.513922,XBTUSD,Buy,6404.0,37882,++
2018-07-01 00:02:08.389559,XBTUSD,Sell,6400.5,5000,--
2018-07-01 00:02:08.698135,XBTUSD,Buy,6403.0,1000,++
2018-07-01 00:02:08.698135,XBTUSD,Buy,6404.0,9000,++
2018-07-01 00:02:08.927738,XBTUSD,Sell,6402.5,2000,--
2018-07-01 00:02:09.074417,XBTUSD,Buy,6403.5,147,++
2018-07-01 00:02:09.074417,XBTUSD,Buy,6404.0,4853,++
2018-07-01 00:02:09.327676,XBTUSD,Buy,6404.0,6200,0+
2018-07-01 00:02:09.544367,XBTUSD,Buy,6404.0,7500,0+
2018-07-01 00:02:09.741265,XBTUSD,Buy,6404.0,483,0+
2018-07-01 00:02:09.741265,XBTUSD,Buy,6404.5,5249,++
2018-07-01 00:02:09.741265,XBTUSD,Buy,6405.0,4268,++
2018-07-01 00:02:10.926501,XBTUSD,Sell,6403.5,99,--
2018-07-01 00:02:10.926501,XBTUSD,Buy,6405.0,400,0+
2018-07-01 00:02:11.092843,XBTUSD,Buy,6405.0,6000,++
2018-07-01 00:02:11.267161,XBTUSD,Buy,6405.0,10000,0+
2018-07-01 00:02:11.295861,XBTUSD,Buy,6405.0,13900,0+
2018-07-01 00:02:12.225439,XBTUSD,Buy,6405.0,2000,0+
2018-07-01 00:02:12.313909,XBTUSD,Buy,6405.0,1600,0+
2018-07-01 00:02:12.377887,XBTUSD,Buy,6405.0,1916,0+
2018-07-01 00:02:12.497330,XBTUSD,Buy,6405.0,509,0+
2018-07-01 00:02:14.214053,XBTUSD,Sell,6404.5,10,--
2018-07-01 00:02:14.263592,XBTUSD,Buy,6405.0,25000,++
2018-07-01 00:02:14.364185,XBTUSD,Buy,6405.0,4000,0+
2018-07-01 00:02:14.474056,XBTUSD,Buy,6405.0,50000,0+
2018-07-01 00:02:14.532180,XBTUSD,Buy,6405.0,29874,0+
2018-07-01 00:02:14.568658,XBTUSD,Buy,6405.0,155,0+
2018-07-01 00:02:14.612717,XBTUSD,Buy,6405.0,1250,0+
2018-07-01 00:02:14.633600,XBTUSD,Buy,6405.0,6000,0+
2018-07-01 00:02:14.674055,XBTUSD,Buy,6405.0,276,0+
2018-07-01 00:02:14.691277,XBTUSD,Buy,6405.0,6000,0+
2018-07-01 00:02:14.748453,XBTUSD,Buy,6405.0,8000,0+
2018-07-01 00:02:14.844471,XBTUSD,Buy,6405.0,10000,0+
2018-07-01 00:02:15.938948,XBTUSD,Buy,6405.0,6000,0+
2018-07-01 00:02:16.516449,XBTUSD,Buy,6405.0,35599,0+
2018-07-01 00:02:16.516449,XBTUSD,Buy,6405.5,1401,++
2018-07-01 00:02:16.684879,XBTUSD,Buy,6405.0,1000,--
2018-07-01 00:02:16.833660,XBTUSD,Buy,6405.0,5000,0-
2018-07-01 00:02:17.019860,XBTUSD,Buy,6405.0,20,0-
2018-07-01 00:02:17.206299,XBTUSD,Sell,6404.5,5000,--
2018-07-01 00:02:17.275785,XBTUSD,Buy,6405.0,43710,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6405.5,163848,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6406.0,2399,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6406.5,13339,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6407.0,3634,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6407.5,70,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6408.0,32097,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6408.5,640,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6409.0,17799,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6409.5,1430,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6410.0,125779,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6410.5,1597,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6411.0,23024,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6411.5,32063,++
2018-07-01 00:02:17.275785,XBTUSD,Buy,6412.0,38571,++
2018-07-01 00:02:17.444694,XBTUSD,Buy,6412.0,6000,0+
2018-07-01 00:02:17.538168,XBTUSD,Buy,6412.0,5000,0+
2018-07-01 00:02:17.538168,XBTUSD,Buy,6412.5,25832,++
2018-07-01 00:02:17.538168,XBTUSD,Buy,6413.0,22087,++
2018-07-01 00:02:17.538168,XBTUSD,Buy,6413.5,109311,++
2018-07-01 00:02:17.538168,XBTUSD,Buy,6414.0,3827,++
2018-07-01 00:02:17.538168,XBTUSD,Buy,6414.5,53398,++
2018-07-01 00:02:17.538168,XBTUSD,Buy,6415.0,131282,++
2018-07-01 00:02:17.538168,XBTUSD,Buy,6415.5,535,++
2018-07-01 00:02:17.538168,XBTUSD,Buy,6416.0,34257,++
2018-07-01 00:02:17.538168,XBTUSD,Buy,6416.5,3925,++
2018-07-01 00:02:17.538168,XBTUSD,Buy,6417.0,10546,++
2018-07-01 00:02:18.801233,XBTUSD,Buy,6413.5,90,--
2018-07-01 00:02:18.801233,XBTUSD,Buy,6415.0,1200,++
2018-07-01 00:02:18.801233,XBTUSD,Buy,6417.0,53118,++
2018-07-01 00:02:18.845780,XBTUSD,Buy,6417.0,24000,0+
2018-07-01 00:02:18.900407,XBTUSD,Buy,6417.0,18293,0+
2018-07-01 00:02:18.900407,XBTUSD,Buy,6417.5,7307,++
2018-07-01 00:02:18.953931,XBTUSD,Buy,6417.5,7620,0+
2018-07-01 00:02:18.953931,XBTUSD,Buy,6418.0,7500,++
2018-07-01 00:02:19.057650,XBTUSD,Sell,6415.0,8000,--
2018-07-01 00:02:19.626038,XBTUSD,Sell,6413.5,3000,--
2018-07-01 00:02:19.673173,XBTUSD,Buy,6414.0,1200,++
2018-07-01 00:02:19.673173,XBTUSD,Buy,6415.0,8800,++
2018-07-01 00:02:19.824388,XBTUSD,Buy,6415.0,20000,0+
2018-07-01 00:02:19.849139,XBTUSD,Sell,6413.5,44,--
2018-07-01 00:02:19.873041,XBTUSD,Buy,6415.0,225,++
2018-07-01 00:02:19.873041,XBTUSD,Buy,6416.5,3815,++
2018-07-01 00:02:21.393281,XBTUSD,Sell,6415.0,180,--
2018-07-01 00:02:21.850583,XBTUSD,Buy,6416.0,800,++
2018-07-01 00:02:21.930359,XBTUSD,Buy,6416.0,10000,0+
2018-07-01 00:02:22.126183,XBTUSD,Sell,6415.5,500,--
2018-07-01 00:02:23.415770,XBTUSD,Buy,6416.0,14219,++
2018-07-01 00:02:23.415770,XBTUSD,Buy,6416.5,9685,++
2018-07-01 00:02:23.415770,XBTUSD,Buy,6417.0,1346,++
2018-07-01 00:02:23.415770,XBTUSD,Buy,6417.5,36563,++
2018-07-01 00:02:23.415770,XBTUSD,Buy,6418.0,37539,++
2018-07-01 00:02:23.415770,XBTUSD,Buy,6418.5,648,++
2018-07-01 00:02:23.529033,XBTUSD,Buy,6417.0,70,--
2018-07-01 00:02:23.529033,XBTUSD,Buy,6418.5,4930,++
2018-07-01 00:02:23.642335,XBTUSD,Sell,6416.0,250,--
2018-07-01 00:02:23.699203,XBTUSD,Buy,6418.0,200,++
2018-07-01 00:02:23.699203,XBTUSD,Buy,6418.5,1800,++
2018-07-01 00:02:23.810001,XBTUSD,Sell,6416.0,2000,--
2018-07-01 00:02:23.898256,XBTUSD,Buy,6416.5,499,++
2018-07-01 00:02:23.898256,XBTUSD,Buy,6418.5,4501,++
2018-07-01 00:02:23.991586,XBTUSD,Buy,6418.5,50,0+
2018-07-01 00:02:24.005487,XBTUSD,Sell,6416.0,70,--
2018-07-01 00:02:24.045384,XBTUSD,Buy,6418.5,250,++
2018-07-01 00:02:24.585484,XBTUSD,Buy,6418.5,10,0+
2018-07-01 00:02:24.609371,XBTUSD,Buy,6418.5,400,0+
2018-07-01 00:02:24.682913,XBTUSD,Buy,6418.5,12000,0+
