time,open,high,low,close,volume
2017-12-01T19:26:00,10622.0,10637.0,10622.0,10636.5,401811.0
2017-12-01T19:27:00,10636.5,10637.0,10622.0,10630.0,376999.0
2017-12-01T19:28:00,10630.0,10654.0,10629.5,10652.0,612227.0
2017-12-01T19:29:00,10652.0,10659.0,10622.5,10627.5,1337024.0
2017-12-01T19:30:00,10627.5,10634.0,10623.5,10634.0,551641.0
2017-12-01T19:31:00,10634.0,10640.0,10633.5,10639.5,294690.0
2017-12-01T19:32:00,10639.5,10641.0,10639.0,10641.0,181407.0
2017-12-01T19:33:00,10641.0,10660.0,10640.0,10659.5,1625388.0
2017-12-01T19:34:00,10659.5,10661.0,10653.0,10659.5,595833.0
2017-12-01T19:35:00,10659.5,10659.5,10644.5,10644.5,682249.0
2017-12-01T19:36:00,10644.5,10644.5,10631.0,10631.0,641932.0
2017-12-01T19:37:00,10631.0,10631.5,10621.5,10625.0,597083.0
2017-12-01T19:38:00,10625.0,10630.5,10621.5,10625.0,820098.0
2017-12-01T19:39:00,10625.0,10644.5,10624.0,10644.0,710583.0
2017-12-01T19:40:00,10644.0,10644.0,10620.5,10622.0,232849.0
2017-12-01T19:41:00,10622.0,10657.0,10622.0,10651.0,693845.0
2017-12-01T19:42:00,10651.0,10651.0,10633.0,10633.5,239652.0
2017-12-01T19:43:00,10633.5,10640.0,10633.5,10634.5,84636.0
2017-12-01T19:44:00,10634.5,10645.5,10630.0,10645.5,269056.0
2017-12-01T19:45:00,10645.5,10678.0,10645.5,10678.0,1286249.0
2017-12-01T19:46:00,10678.0,10683.5,10670.0,10672.5,1108120.0
2017-12-01T19:47:00,10672.5,10680.0,10672.5,10674.5,441456.0
2017-12-01T19:48:00,10674.5,10674.5,10668.0,10668.5,301045.0
2017-12-01T19:49:00,10668.5,10669.0,10639.0,10639.5,774934.0
2017-12-01T19:50:00,10639.5,10651.0,10633.5,10633.5,601540.0
2017-12-01T19:51:00,10633.5,10634.0,10630.0,10630.0,239152.0
2017-12-01T19:52:00,10630.0,10630.5,10620.0,10620.0,329128.0
2017-12-01T19:53:00,10620.0,10630.5,10590.0,10597.0,1997662.0
2017-12-01T19:54:00,10597.0,10619.0,10581.5,10584.5,1424412.0
2017-12-01T19:55:00,10584.5,10585.0,10541.5,10546.0,1647752.0
2017-12-01T19:56:00,10546.0,10548.0,10532.0,10541.0,1113368.0
2017-12-01T19:57:00,10541.0,10555.0,10540.0,10555.0,2738876.0
2017-12-01T19:58:00,10555.0,10580.5,10555.0,10560.0,1384010.0
2017-12-01T19:59:00,10560.0,10576.5,10549.5,10576.5,586509.0
2017-12-01T20:00:00,10576.5,10579.5,10555.5,10556.5,307882.0
2017-12-01T20:01:00,10556.5,10594.5,10554.5,10594.0,1303586.0
2017-12-01T20:02:00,10594.0,10594.5,10576.5,10577.0,705053.0
2017-12-01T20:03:00,10577.0,10592.0,10580.0,10591.0,371748.0
2017-12-01T20:04:00,10591.0,10591.0,10579.0,10579.0,534589.0
2017-12-01T20:05:00,10579.0,10579.5,10566.5,10566.5,402191.0
2017-12-01T20:06:00,10566.5,10585.0,10566.5,10579.0,219401.0
2017-12-01T20:07:00,10579.0,10599.0,10578.5,10599.0,378535.0
2017-12-01T20:08:00,10599.0,10612.5,10598.5,10612.0,751003.0
2017-12-01T20:09:00,10612.0,10618.5,10605.5,10611.5,430850.0
2017-12-01T20:10:00,10611.5,10611.5,10594.5,10605.0,751083.0
2017-12-01T20:11:00,10605.0,10610.0,10605.0,10605.0,435278.0
2017-12-01T20:12:00,10605.0,10605.5,10585.0,10585.0,280281.0
2017-12-01T20:13:00,10585.0,10597.5,10585.0,10593.5,238646.0
2017-12-01T20:14:00,10593.5,10594.5,10585.0,10585.0,176453.0
2017-12-01T20:15:00,10585.0,10585.5,10584.5,10585.0,186281.0
2017-12-01T20:16:00,10585.0,10610.0,10585.0,10609.5,610820.0
2017-12-01T20:17:00,10609.5,10620.0,10607.5,10620.0,492915.0
2017-12-01T20:18:00,10620.0,10634.5,10615.5,10631.5,1282475.0
2017-12-01T20:19:00,10631.5,10631.5,10616.5,10629.0,391555.0
2017-12-01T20:20:00,10629.0,10640.0,10621.5,10640.0,1044387.0
2017-12-01T20:21:00,10640.0,10640.0,10620.0,10635.0,492901.0
2017-12-01T20:22:00,10635.0,10635.0,10615.5,10616.0,497595.0
2017-12-01T20:23:00,10616.0,10617.0,10605.0,10611.0,604437.0
2017-12-01T20:24:00,10611.0,10619.0,10605.5,10610.0,150804.0
2017-12-01T20:25:00,10610.0,10611.5,10595.0,10610.0,490623.0
2017-12-01T20:26:00,10610.0,10619.0,10603.0,10609.5,549791.0
2017-12-01T20:27:00,10609.5,10650.0,10609.5,10628.5,2175841.0
2017-12-01T20:28:00,10628.5,10639.0,10609.5,10634.0,877576.0
2017-12-01T20:29:00,10634.0,10638.0,10615.0,10637.5,883237.0
2017-12-01T20:30:00,10637.5,10670.5,10625.0,10670.5,2985883.0
2017-12-01T20:31:00,10670.5,10673.0,10652.0,10672.0,2480821.0
2017-12-01T20:32:00,10672.0,10699.0,10672.0,10681.5,2079455.0
2017-12-01T20:33:00,10681.5,10760.5,10680.5,10758.5,3761508.0
