time,low,high,open,close,volume
2017-06-20T00:16:00,359.39,359.4,359.4,359.4,116.66352858
2017-06-20T00:17:00,359.39,359.4,359.4,359.4,67.034447
2017-06-20T00:18:00,359.39,359.5,359.4,359.49,166.37274239
2017-06-20T00:19:00,359.39,359.49,359.49,359.4,10.08345971
2017-06-20T00:20:00,359.24,359.39,359.39,359.25,47.79902166
2017-06-20T00:21:00,359.35,359.37,359.37,359.35,74.02789791
2017-06-20T00:22:00,357.12,359.36,359.36,359.2,670.93624202
2017-06-20T00:23:00,358.19,359.37,359.2,359.37,316.43034537
2017-06-20T00:24:00,353.43,359.37,359.37,358.75,1817.797876
2017-06-20T00:25:00,357.41,358.78,358.75,358,224.65550094
2017-06-20T00:26:00,358.05,358.29,358.05,358.17,167.39301486
2017-06-20T00:27:00,358.17,358.17,358.17,358.17,122.00894415
2017-06-20T00:28:00,358.17,358.7,358.17,358.6,52.61908212
2017-06-20T00:29:00,358.67,358.9,358.67,358.9,97.38056112
2017-06-20T00:30:00,358.86,358.9,358.87,358.9,157.11548427
2017-06-20T00:31:00,358.89,358.9,358.9,358.89,94.55938729
2017-06-20T00:32:00,358.89,358.9,358.9,358.9,218.659225
2017-06-20T00:33:00,358.89,358.9,358.9,358.9,116.58908926
2017-06-20T00:34:00,358.73,358.9,358.9,358.9,215.334892
2017-06-20T00:35:00,358.47,358.9,358.89,358.84,55.56198243
2017-06-20T00:36:00,358.55,358.88,358.81,358.67,129.89328315
2017-06-20T00:37:00,358.58,359,358.8,358.58,107.57567554
2017-06-20T00:38:00,358.59,358.73,358.72,358.72,30.1262
2017-06-20T00:39:00,358.68,358.72,358.72,358.69,171.20594753
2017-06-20T00:40:00,358.68,358.69,358.69,358.69,138.143205
2017-06-20T00:41:00,358.67,358.69,358.69,358.67,35.3064
2017-06-20T00:42:00,358.67,358.68,358.68,358.68,124.238719
2017-06-20T00:43:00,358,358.68,358.68,358,390.7525745
2017-06-20T00:44:00,357.99,358.15,357.99,357.99,169.82240095
2017-06-20T00:45:00,357.8,358.36,358,357.8,83.077
2017-06-20T00:46:00,357.81,358.36,358.28,358.13,84.09476354
2017-06-20T00:47:00,357.81,358.15,357.93,357.96,153.26285559
2017-06-20T00:48:00,357.18,357.99,357.85,357.18,202.20692229
2017-06-20T00:49:00,357.01,357.73,357.73,357.02,225.62724585
2017-06-20T00:50:00,357.01,357.02,357.01,357.02,42.8280475
2017-06-20T00:51:00,357.01,357.02,357.01,357.02,206.0476672
2017-06-20T00:52:00,357.01,357.02,357.01,357.02,281.27596092
2017-06-20T00:53:00,357.02,357.05,357.02,357.03,160.78929644
2017-06-20T00:54:00,357,357.38,357.03,357.01,104.13812941
2017-06-20T00:55:00,357.01,357.02,357.02,357.02,7.67793109
2017-06-20T00:56:00,357.01,357.07,357.02,357.01,65.99079844
2017-06-20T00:57:00,357.05,357.05,357.05,357.05,4.0245
2017-06-20T00:58:00,357.05,357.06,357.06,357.06,39.39481372
2017-06-20T00:59:00,357.05,357.43,357.05,357.43,153.37323089
2017-06-20T01:00:00,357.22,358,357.42,358,139.0841602
2017-06-20T01:01:00,357.99,358,357.99,358,84.66856998
2017-06-20T01:02:00,357.99,357.99,357.99,357.99,0.436
2017-06-20T01:03:00,358,358.05,358,358.05,23.4841
2017-06-20T01:04:00,357.28,358.04,358.04,357.89,82.3305594
2017-06-20T01:05:00,357.37,358.04,357.9,358.04,84.31307472
2017-06-20T01:06:00,358.04,358.05,358.04,358.05,5.64478005
2017-06-20T01:07:00,358.04,358.05,358.05,358.05,84.64999998
2017-06-20T01:08:00,358.05,358.08,358.05,358.08,98.85940445
2017-06-20T01:09:00,358.08,358.08,358.08,358.08,10.40621257
2017-06-20T01:10:00,357.75,358.08,358.08,358.08,86.47882211
2017-06-20T01:11:00,358.07,358.1,358.08,358.1,44.91639664
2017-06-20T01:12:00,357.79,358.64,358.1,357.79,75.44033731
2017-06-20T01:13:00,358.39,358.63,358.39,358.63,39.97285025
2017-06-20T01:14:00,358.62,358.63,358.63,358.62,15.4137536
2017-06-20T01:15:00,358.63,358.67,358.63,358.66,13.9628
