time,open,high,low,close,volume
2017-10-01T19:26:00,4299.9,4299.9,4298.0,4298.1,226070.0
2017-10-01T19:27:00,4298.1,4301.0,4298.0,4301.0,41565.0
2017-10-01T19:28:00,4301.0,4302.0,4300.9,4301.0,166194.0
2017-10-01T19:29:00,4301.0,4301.0,4300.9,4300.9,576.0
2017-10-01T19:30:00,4300.9,4300.9,4298.2,4298.3,200765.0
2017-10-01T19:31:00,4298.3,4302.6,4298.3,4301.5,158709.0
2017-10-01T19:32:00,4301.5,4301.6,4301.5,4301.6,6069.0
2017-10-01T19:33:00,4301.6,4309.7,4301.0,4309.2,873609.0
2017-10-01T19:34:00,4309.2,4309.9,4308.8,4308.9,217358.0
2017-10-01T19:35:00,4308.9,4310.0,4308.8,4309.6,242394.0
2017-10-01T19:36:00,4309.6,4313.8,4309.6,4311.9,631751.0
2017-10-01T19:37:00,4311.9,4312.5,4311.8,4312.4,105689.0
2017-10-01T19:38:00,4312.4,4313.9,4312.4,4313.9,74089.0
2017-10-01T19:39:00,4313.9,4313.9,4310.0,4310.1,103268.0
2017-10-01T19:40:00,4310.1,4310.0,4309.8,4309.8,18281.0
2017-10-01T19:41:00,4309.8,4309.9,4309.8,4309.8,24454.0
2017-10-01T19:42:00,4309.8,4312.3,4309.8,4312.2,146020.0
2017-10-01T19:43:00,4312.2,4312.2,4312.1,4312.1,31827.0
2017-10-01T19:44:00,4312.1,4312.2,4312.1,4312.1,2273.0
2017-10-01T19:45:00,4312.1,4312.2,4312.0,4312.0,16490.0
2017-10-01T19:46:00,4312.0,4312.1,4312.0,4312.0,16847.0
2017-10-01T19:47:00,4312.0,4312.1,4309.1,4309.3,84404.0
2017-10-01T19:48:00,4309.3,4309.2,4308.7,4308.7,59787.0
2017-10-01T19:49:00,4308.7,4308.8,4308.7,4308.8,906.0
2017-10-01T19:50:00,4308.8,4308.8,4308.7,4308.7,10075.0
2017-10-01T19:51:00,4308.7,4309.1,4308.7,4309.0,36463.0
2017-10-01T19:52:00,4309.0,4309.5,4309.0,4309.5,18251.0
2017-10-01T19:53:00,4309.5,4309.6,4309.5,4309.5,1084.0
2017-10-01T19:54:00,4309.5,4309.6,4309.5,4309.5,90129.0
2017-10-01T19:55:00,4309.5,4309.7,4309.6,4309.7,10903.0
2017-10-01T19:56:00,4309.7,4309.7,4309.6,4309.6,10523.0
2017-10-01T19:57:00,4309.6,4309.7,4309.6,4309.7,5196.0
2017-10-01T19:58:00,4309.7,4309.6,4309.6,4309.6,2079.0
2017-10-01T19:59:00,4309.6,4309.6,4308.2,4308.3,41586.0
2017-10-01T20:00:00,4308.3,4313.1,4306.9,4313.0,569407.0
2017-10-01T20:01:00,4313.0,4313.1,4306.9,4306.9,87981.0
2017-10-01T20:02:00,4306.9,4307.0,4306.9,4306.9,20625.0
2017-10-01T20:03:00,4306.9,4307.0,4306.9,4306.9,1617.0
2017-10-01T20:04:00,4306.9,4307.4,4307.0,4307.3,41724.0
2017-10-01T20:05:00,4307.3,4308.5,4307.4,4308.5,38109.0
2017-10-01T20:06:00,4308.5,4308.8,4308.5,4308.8,2835.0
2017-10-01T20:07:00,4308.8,4310.9,4308.9,4310.9,57968.0
2017-10-01T20:08:00,4310.9,4310.9,4310.8,4310.9,6973.0
2017-10-01T20:09:00,4310.9,4310.9,4310.8,4310.9,11384.0
2017-10-01T20:10:00,4310.9,4310.9,4310.0,4310.1,11000.0
2017-10-01T20:11:00,4310.1,4310.1,4309.7,4309.7,4465.0
2017-10-01T20:12:00,4309.7,4309.8,4307.9,4308.2,31392.0
2017-10-01T20:13:00,4308.2,4308.3,4308.2,4308.2,9541.0
2017-10-01T20:14:00,4308.2,4308.3,4308.2,4308.2,19335.0
2017-10-01T20:15:00,4308.2,4310.1,4308.2,4308.9,122382.0
2017-10-01T20:16:00,4308.9,4309.6,4308.3,4309.5,34344.0
2017-10-01T20:17:00,4309.5,4310.7,4309.5,4310.6,21742.0
2017-10-01T20:18:00,4310.6,4310.6,4307.9,4308.1,43702.0
2017-10-01T20:19:00,4308.1,4310.7,4308.0,4310.5,60173.0
2017-10-01T20:20:00,4310.5,4313.2,4310.5,4313.1,117535.0
2017-10-01T20:21:00,4313.1,4313.2,4313.1,4313.2,21240.0
2017-10-01T20:22:00,4313.2,4315.5,4313.2,4315.5,209413.0
2017-10-01T20:23:00,4315.5,4318.4,4315.5,4318.2,602238.0
2017-10-01T20:24:00,4318.2,4318.5,4318.2,4318.4,28484.0
2017-10-01T20:25:00,4318.4,4319.9,4318.4,4319.6,161697.0
2017-10-01T20:26:00,4319.6,4320.0,4319.6,4320.0,218866.0
2017-10-01T20:27:00,4320.0,4320.0,4319.8,4319.9,167150.0
2017-10-01T20:28:00,4319.9,4320.0,4318.2,4318.5,314808.0
2017-10-01T20:29:00,4318.5,4320.0,4318.5,4320.0,110903.0
2017-10-01T20:30:00,4320.0,4321.0,4319.9,4321.0,341383.0
2017-10-01T20:31:00,4321.0,4321.4,4321.0,4321.4,67616.0
2017-10-01T20:32:00,4321.4,4326.9,4321.5,4326.9,456163.0
2017-10-01T20:33:00,4326.9,4327.0,4324.1,4324.1,123561.0
2017-10-01T20:34:00,4324.1,4324.2,4317.3,4317.4,292652.0
2017-10-01T20:35:00,4317.4,4321.2,4317.3,4321.1,98670.0
2017-10-01T20:36:00,4321.1,4321.9,4321.1,4321.9,56342.0
2017-10-01T20:37:00,4321.9,4323.2,4322.0,4323.0,57402.0
2017-10-01T20:38:00,4323.0,4322.8,4317.7,4319.1,90913.0
2017-10-01T20:39:00,4319.1,4319.9,4318.8,4319.9,125883.0
2017-10-01T20:40:00,4319.9,4320.0,4319.8,4320.0,17212.0
2017-10-01T20:41:00,4320.0,4320.0,4319.8,4319.8,65146.0
2017-10-01T20:42:00,4319.8,4320.0,4319.5,4319.6,93820.0
2017-10-01T20:43:00,4319.6,4319.6,4319.6,4319.6,35.0
2017-10-01T20:44:00,4319.6,4319.6,4319.5,4319.5,20674.0
2017-10-01T20:45:00,4319.5,4320.0,4319.5,4320.0,114565.0
2017-10-01T20:46:00,4320.0,4320.0,4319.9,4319.9,23106.0
2017-10-01T20:47:00,4319.9,4320.0,4317.7,4317.8,79297.0
2017-10-01T20:48:00,4317.8,4317.8,4317.7,4317.8,24284.0
2017-10-01T20:49:00,4317.8,4322.7,4317.7,4322.7,297310.0
2017-10-01T20:50:00,4322.7,4331.8,4322.7,4331.6,820656.0
2017-10-01T20:51:00,4331.6,4350.3,4330.4,4346.3,2885349.0
2017-10-01T20:52:00,4346.3,4346.1,4336.5,4338.0,289732.0
2017-10-01T20:53:00,4338.0,4338.8,4337.9,4338.5,108891.0
2017-10-01T20:54:00,4338.5,4338.6,4335.9,4335.9,82758.0
2017-10-01T20:55:00,4335.9,4342.5,4335.9,4342.4,327925.0
2017-10-01T20:56:00,4342.4,4343.2,4339.9,4340.0,238502.0
2017-10-01T20:57:00,4340.0,4340.0,4332.9,4332.9,283594.0
2017-10-01T20:58:00,4332.9,4332.8,4330.0,4332.1,669895.0
2017-10-01T20:59:00,4332.1,4337.5,4332.1,4337.5,124886.0
2017-10-01T21:00:00,4337.5,4337.6,4335.0,4335.0,89383.0
2017-10-01T21:01:00,4335.0,4340.0,4335.0,4339.9,265730.0
2017-10-01T21:02:00,4339.9,4340.0,4336.7,4340.0,262897.0
2017-10-01T21:03:00,4340.0,4348.7,4339.9,4345.1,461727.0
2017-10-01T21:04:00,4345.1,4345.1,4342.0,4342.5,280403.0
2017-10-01T21:05:00,4342.5,4343.4,4339.6,4340.9,261752.0
2017-10-01T21:06:00,4340.9,4344.9,4340.9,4344.8,183408.0
2017-10-01T21:07:00,4344.8,4344.8,4341.3,4341.3,94754.0
2017-10-01T21:08:00,4341.3,4341.4,4339.3,4339.3,130239.0
2017-10-01T21:09:00,4339.3,4345.0,4339.3,4344.0,457259.0
2017-10-01T21:10:00,4344.0,4344.5,4343.6,4343.6,58724.0
2017-10-01T21:11:00,4343.6,4343.6,4338.9,4338.9,105549.0
2017-10-01T21:12:00,4338.9,4346.3,4338.9,4346.3,613387.0
2017-10-01T21:13:00,4346.3,4346.3,4343.4,4343.4,131473.0
2017-10-01T21:14:00,4343.4,4344.9,4343.4,4344.6,260096.0
2017-10-01T21:15:00,4344.6,4344.5,4343.9,4344.0,95371.0
2017-10-01T21:16:00,4344.0,4345.0,4343.9,4344.8,297999.0
2017-10-01T21:17:00,4344.8,4349.0,4344.9,4345.8,273442.0
2017-10-01T21:18:00,4345.8,4348.9,4345.6,4346.8,205949.0
2017-10-01T21:19:00,4346.8,4346.8,4346.7,4346.7,22968.0
2017-10-01T21:20:00,4346.7,4346.8,4342.1,4342.8,174149.0
2017-10-01T21:21:00,4342.8,4342.7,4341.5,4341.6,184034.0
2017-10-01T21:22:00,4341.6,4341.5,4334.0,4334.4,714816.0
2017-10-01T21:23:00,4334.4,4335.0,4334.3,4335.0,72626.0
2017-10-01T21:24:00,4335.0,4340.0,4334.9,4340.0,562958.0
2017-10-01T21:25:00,4340.0,4340.3,4340.0,4340.3,96760.0
2017-10-01T21:26:00,4340.3,4340.3,4337.3,4337.3,201735.0
2017-10-01T21:27:00,4337.3,4337.4,4332.6,4336.2,619968.0
2017-10-01T21:28:00,4336.2,4337.0,4336.2,4337.0,48251.0
2017-10-01T21:29:00,4337.0,4337.4,4336.9,4337.3,40848.0
2017-10-01T21:30:00,4337.3,4337.4,4337.3,4337.3,13981.0
2017-10-01T21:31:00,4337.3,4338.7,4337.3,4338.7,91022.0
2017-10-01T21:32:00,4338.7,4339.2,4338.7,4339.1,64624.0
2017-10-01T21:33:00,4339.1,4339.2,4337.1,4337.1,132913.0
2017-10-01T21:34:00,4337.1,4337.1,4334.6,4334.7,136543.0
2017-10-01T21:35:00,4334.7,4340.1,4334.6,4340.1,450517.0
2017-10-01T21:36:00,4340.1,4340.2,4338.8,4339.0,171351.0
2017-10-01T21:37:00,4339.0,4339.0,4338.7,4338.8,39320.0
2017-10-01T21:38:00,4338.8,4338.8,4337.7,4337.8,26425.0
2017-10-01T21:39:00,4337.8,4340.1,4337.8,4339.8,465403.0
2017-10-01T21:40:00,4339.8,4339.8,4339.7,4339.7,858.0
2017-10-01T21:41:00,4339.7,4339.7,4338.7,4338.8,50987.0
2017-10-01T21:42:00,4338.8,4338.8,4338.7,4338.7,19937.0
2017-10-01T21:43:00,4338.7,4338.4,4338.0,4338.0,30148.0
2017-10-01T21:44:00,4338.0,4338.2,4338.0,4338.1,23518.0
2017-10-01T21:45:00,4338.1,4338.2,4338.1,4338.2,4329.0
2017-10-01T21:46:00,4338.2,4339.3,4338.2,4339.2,56140.0
2017-10-01T21:47:00,4339.2,4339.1,4338.4,4338.5,26239.0
2017-10-01T21:48:00,4338.5,4338.4,4330.0,4332.8,889789.0
2017-10-01T21:49:00,4332.8,4332.8,4332.6,4332.6,92473.0
2017-10-01T21:50:00,4332.6,4333.0,4332.6,4332.9,154642.0
2017-10-01T21:51:00,4332.9,4333.1,4332.8,4333.1,30279.0
2017-10-01T21:52:00,4333.1,4336.5,4333.0,4336.5,54322.0
2017-10-01T21:53:00,4336.5,4339.7,4336.4,4339.7,231752.0
2017-10-01T21:54:00,4339.7,4339.7,4339.5,4339.5,37277.0
2017-10-01T21:55:00,4339.5,4339.5,4339.4,4339.4,5430.0
2017-10-01T21:56:00,4339.4,4340.0,4339.4,4340.0,136874.0
2017-10-01T21:57:00,4340.0,4340.1,4340.0,4340.1,11861.0
2017-10-01T21:58:00,4340.1,4342.0,4340.1,4342.0,164513.0
2017-10-01T21:59:00,4342.0,4342.2,4342.0,4342.2,55078.0
2017-10-01T22:00:00,4342.2,4343.0,4342.2,4343.0,191085.0
2017-10-01T22:01:00,4343.0,4343.5,4342.9,4343.5,49313.0
2017-10-01T22:02:00,4343.5,4348.0,4343.5,4344.3,341465.0
2017-10-01T22:03:00,4344.3,4344.3,4344.2,4344.3,29306.0
2017-10-01T22:04:00,4344.3,4344.3,4344.2,4344.2,28700.0
2017-10-01T22:05:00,4344.2,4350.0,4344.2,4349.1,362068.0
2017-10-01T22:06:00,4349.1,4350.0,4348.8,4349.8,147736.0
2017-10-01T22:07:00,4349.8,4350.0,4342.9,4349.9,646010.0
2017-10-01T22:08:00,4349.9,4357.9,4349.6,4357.8,625850.0
2017-10-01T22:09:00,4357.8,4363.8,4357.9,4358.2,1467087.0
2017-10-01T22:10:00,4358.2,4359.6,4355.9,4359.5,189600.0
2017-10-01T22:11:00,4359.5,4359.6,4355.0,4355.1,215279.0
2017-10-01T22:12:00,4355.1,4355.9,4349.1,4349.1,563610.0
2017-10-01T22:13:00,4349.1,4350.2,4349.2,4350.0,484241.0
2017-10-01T22:14:00,4350.0,4355.0,4349.9,4355.0,400453.0
2017-10-01T22:15:00,4355.0,4359.2,4354.9,4357.0,213662.0
2017-10-01T22:16:00,4357.0,4357.0,4351.2,4354.7,227575.0
2017-10-01T22:17:00,4354.7,4355.0,4354.3,4354.3,52127.0
2017-10-01T22:18:00,4354.3,4354.3,4351.2,4351.3,135298.0
2017-10-01T22:19:00,4351.3,4351.3,4350.8,4350.9,67992.0
2017-10-01T22:20:00,4350.9,4351.0,4350.8,4350.9,43194.0
2017-10-01T22:21:00,4350.9,4351.2,4350.9,4351.2,43229.0
2017-10-01T22:22:00,4351.2,4352.8,4351.2,4352.4,150452.0
2017-10-01T22:23:00,4352.4,4357.0,4352.4,4357.0,497055.0
2017-10-01T22:24:00,4357.0,4360.0,4356.8,4356.8,317325.0
2017-10-01T22:25:00,4356.8,4359.2,4356.8,4359.2,66259.0
2017-10-01T22:26:00,4359.2,4362.0,4359.2,4362.0,294448.0
2017-10-01T22:27:00,4362.0,4368.2,4361.9,4367.1,639585.0
2017-10-01T22:28:00,4367.1,4367.4,4361.1,4361.5,308662.0
2017-10-01T22:29:00,4361.5,4363.8,4361.4,4363.7,70038.0
2017-10-01T22:30:00,4363.7,4364.7,4363.7,4364.7,101407.0
2017-10-01T22:31:00,4364.7,4364.7,4362.8,4362.8,65083.0
2017-10-01T22:32:00,4362.8,4362.8,4361.2,4362.5,98646.0
2017-10-01T22:33:00,4362.5,4370.3,4362.7,4370.3,659076.0
2017-10-01T22:34:00,4370.3,4380.0,4370.3,4380.0,1499882.0
2017-10-01T22:35:00,4380.0,4383.1,4379.9,4382.9,563439.0
2017-10-01T22:36:00,4382.9,4383.0,4367.1,4370.4,1229264.0
2017-10-01T22:37:00,4370.4,4374.3,4360.0,4369.2,982416.0
2017-10-01T22:38:00,4369.2,4370.0,4364.8,4370.0,562133.0
2017-10-01T22:39:00,4370.0,4370.0,4369.0,4369.0,483120.0
2017-10-01T22:40:00,4369.0,4374.9,4368.3,4374.8,447285.0
2017-10-01T22:41:00,4374.8,4378.1,4374.9,4378.0,182246.0
2017-10-01T22:42:00,4378.0,4379.2,4378.0,4379.2,169064.0
2017-10-01T22:43:00,4379.2,4379.2,4374.5,4374.7,252614.0
2017-10-01T22:44:00,4374.7,4383.5,4374.7,4382.6,1079231.0
2017-10-01T22:45:00,4382.6,4382.6,4379.1,4382.5,338347.0
2017-10-01T22:46:00,4382.5,4383.0,4380.5,4380.9,329746.0
2017-10-01T22:47:00,4380.9,4381.0,4379.8,4379.9,206604.0
2017-10-01T22:48:00,4379.9,4379.7,4374.0,4375.7,400159.0
2017-10-01T22:49:00,4375.7,4383.6,4375.7,4382.9,465155.0
2017-10-01T22:50:00,4382.9,4384.1,4382.8,4384.0,307976.0
2017-10-01T22:51:00,4384.0,4384.1,4377.3,4377.3,551829.0
2017-10-01T22:52:00,4377.3,4382.0,4377.2,4381.7,239008.0
