time,open,high,low,close,volume
2017-10-07T19:26:00,4339.9,4339.9,4339.8,4339.9,464.0
2017-10-07T19:27:00,4339.9,4340.0,4339.8,4339.8,10106.0
2017-10-07T19:28:00,4339.8,4339.9,4339.8,4339.9,1133.0
2017-10-07T19:29:00,4339.9,4339.9,4339.9,4339.9,2.0
2017-10-07T19:30:00,4339.9,4342.4,4339.9,4342.4,224213.0
2017-10-07T19:31:00,4342.4,4342.4,4342.1,4342.1,26979.0
2017-10-07T19:32:00,4342.1,4342.1,4341.8,4341.8,11309.0
2017-10-07T19:33:00,4341.8,4341.9,4341.8,4341.8,10335.0
2017-10-07T19:34:00,4341.8,4341.9,4341.6,4341.6,26368.0
2017-10-07T19:35:00,4341.6,4341.1,4341.0,4341.1,14617.0
2017-10-07T19:36:00,4341.1,4341.1,4340.5,4340.5,14699.0
2017-10-07T19:37:00,4340.5,4340.5,4340.0,4340.0,19633.0
2017-10-07T19:38:00,4340.0,4340.0,4339.9,4340.0,390.0
2017-10-07T19:39:00,4340.0,4340.0,4339.9,4339.9,73.0
2017-10-07T19:40:00,4339.9,4340.0,4339.9,4340.0,83.0
2017-10-07T19:41:00,4340.0,4340.0,4339.9,4339.9,86963.0
2017-10-07T19:42:00,4339.9,4340.0,4339.9,4340.0,303.0
2017-10-07T19:43:00,4340.0,4340.0,4339.4,4339.4,74342.0
2017-10-07T19:44:00,4339.4,4339.4,4337.9,4338.0,26733.0
2017-10-07T19:45:00,4338.0,4339.9,4337.9,4339.7,69288.0
2017-10-07T19:46:00,4339.7,4339.1,4339.0,4339.0,5089.0
2017-10-07T19:47:00,4339.0,4340.0,4339.0,4339.9,93539.0
2017-10-07T19:48:00,4339.9,4340.1,4339.9,4340.1,16137.0
2017-10-07T19:49:00,4340.1,4340.1,4340.0,4340.0,132.0
2017-10-07T19:50:00,4340.0,4342.0,4340.1,4342.0,104207.0
2017-10-07T19:51:00,4342.0,4341.9,4341.3,4341.3,56721.0
2017-10-07T19:52:00,4341.3,4341.3,4340.0,4340.0,8505.0
2017-10-07T19:53:00,4340.0,4340.1,4339.2,4339.2,18387.0
2017-10-07T19:54:00,4339.2,4339.2,4334.6,4334.8,350126.0
2017-10-07T19:55:00,4334.8,4334.8,4334.7,4334.7,45446.0
2017-10-07T19:56:00,4334.7,4334.9,4334.7,4334.9,21936.0
2017-10-07T19:57:00,4334.9,4335.0,4334.9,4334.9,4324.0
2017-10-07T19:58:00,4334.9,4336.6,4334.9,4336.6,32573.0
2017-10-07T19:59:00,4336.6,4337.3,4336.6,4337.3,13157.0
2017-10-07T20:00:00,4337.3,4340.2,4337.9,4340.0,50219.0
2017-10-07T20:01:00,4340.0,4340.0,4339.7,4339.7,41543.0
2017-10-07T20:02:00,4339.7,4342.8,4339.7,4342.8,206126.0
2017-10-07T20:03:00,4342.8,4347.2,4342.9,4347.0,203455.0
2017-10-07T20:04:00,4347.0,4350.2,4347.0,4350.1,310325.0
2017-10-07T20:05:00,4350.1,4350.1,4350.0,4350.0,34430.0
2017-10-07T20:06:00,4350.0,4350.1,4346.1,4346.2,130923.0
2017-10-07T20:07:00,4346.2,4346.2,4345.9,4346.0,24105.0
2017-10-07T20:08:00,4346.0,4346.0,4341.4,4341.4,161118.0
2017-10-07T20:09:00,4341.4,4344.0,4341.5,4344.0,80572.0
2017-10-07T20:10:00,4344.0,4344.0,4343.8,4343.8,66004.0
2017-10-07T20:11:00,4343.8,4348.4,4343.9,4348.4,168393.0
2017-10-07T20:12:00,4348.4,4348.4,4348.3,4348.3,11518.0
2017-10-07T20:13:00,4348.3,4349.0,4348.3,4348.9,85487.0
2017-10-07T20:14:00,4348.9,4348.9,4348.5,4348.5,5764.0
